sequence_id,video_id,url,first_frame,last_frame,n_annotated_frames,source_height,dataset_annotation,gait_pattern_annotation,cam_view
cll45kp6a00ad3o6lakhi62pm,HEoUhlesN9E,https://www.youtube.com/watch?v=HEoUhlesN9E,7093,7272,180,480,Abnormal Gait,abnormal,left side
cll45mblp00ah3o6lihobda7q,HEoUhlesN9E,https://www.youtube.com/watch?v=HEoUhlesN9E,7273,7362,90,480,Abnormal Gait,abnormal,left side
cll45mm5f00al3o6l20i5vm7w,HEoUhlesN9E,https://www.youtube.com/watch?v=HEoUhlesN9E,7363,7452,90,480,Abnormal Gait,abnormal,left side
cll45mw7j00ap3o6l0erzo5ug,HEoUhlesN9E,https://www.youtube.com/watch?v=HEoUhlesN9E,7453,7542,90,480,Abnormal Gait,abnormal,left side
cll45n5z700as3o6lqvsiny7q,HEoUhlesN9E,https://www.youtube.com/watch?v=HEoUhlesN9E,7543,7632,90,480,Abnormal Gait,abnormal,left side
cll45nlw300av3o6l315uns4s,HEoUhlesN9E,https://www.youtube.com/watch?v=HEoUhlesN9E,7633,7722,90,480,Abnormal Gait,abnormal,left side
cll45obbz00az3o6lw3j673sm,HEoUhlesN9E,https://www.youtube.com/watch?v=HEoUhlesN9E,7903,7992,90,480,Abnormal Gait,abnormal,left side
cll45oxsj00b33o6lua4xy1dp,HEoUhlesN9E,https://www.youtube.com/watch?v=HEoUhlesN9E,7993,8172,180,480,Abnormal Gait,abnormal,left side
cll45pxyw00b73o6loem485nq,HEoUhlesN9E,https://www.youtube.com/watch?v=HEoUhlesN9E,8173,8262,90,480,Abnormal Gait,abnormal,left side
cll45q86s00bb3o6lzf8ik4k6,HEoUhlesN9E,https://www.youtube.com/watch?v=HEoUhlesN9E,8263,8352,90,480,Abnormal Gait,abnormal,left side
cll45qjap00bf3o6lsjazc5zi,HEoUhlesN9E,https://www.youtube.com/watch?v=HEoUhlesN9E,8353,8442,90,480,Abnormal Gait,abnormal,left side
cll45qw8700bi3o6l1hnhjw9i,HEoUhlesN9E,https://www.youtube.com/watch?v=HEoUhlesN9E,8443,8622,180,480,Abnormal Gait,abnormal,left side
cll45rg0v00bl3o6ls2ix6zfv,HEoUhlesN9E,https://www.youtube.com/watch?v=HEoUhlesN9E,8623,8712,90,480,Abnormal Gait,abnormal,left side
cll45s6c300bo3o6ln7e944ww,HEoUhlesN9E,https://www.youtube.com/watch?v=HEoUhlesN9E,8713,8803,91,480,Abnormal Gait,abnormal,left side
cll45shi700br3o6l4ggnfmtz,HEoUhlesN9E,https://www.youtube.com/watch?v=HEoUhlesN9E,8804,8892,89,480,Abnormal Gait,abnormal,left side
cll45su0100bu3o6l2kw4m5g8,HEoUhlesN9E,https://www.youtube.com/watch?v=HEoUhlesN9E,8893,8982,90,480,Abnormal Gait,abnormal,left side
cll45t8v800by3o6lvwscenc3,HEoUhlesN9E,https://www.youtube.com/watch?v=HEoUhlesN9E,8983,9072,90,480,Abnormal Gait,abnormal,left side
cll45uguo00c43o6lrajien7u,gXws-A4op-E,https://www.youtube.com/watch?v=gXws-A4op-E,1997,2473,477,240,Abnormal Gait,abnormal,right side
cll45wx9r00c93o6ls8i3p388,h2d2sPwD_mU,https://www.youtube.com/watch?v=h2d2sPwD_mU,1,303,303,480,Abnormal Gait,abnormal,right side
cll45xfis00cd3o6l8ljdswtv,h2d2sPwD_mU,https://www.youtube.com/watch?v=h2d2sPwD_mU,396,676,281,480,Abnormal Gait,abnormal,left side
cll45y7bn00ch3o6lda25s1bw,h2d2sPwD_mU,https://www.youtube.com/watch?v=h2d2sPwD_mU,703,1359,657,480,Abnormal Gait,abnormal,right side
cll45yous00cl3o6l3amef1hg,h2d2sPwD_mU,https://www.youtube.com/watch?v=h2d2sPwD_mU,1383,2039,657,480,Abnormal Gait,abnormal,left side
cll45za6600cp3o6l44cswqa9,h2d2sPwD_mU,https://www.youtube.com/watch?v=h2d2sPwD_mU,2057,2297,241,480,Abnormal Gait,abnormal,front
cll45zkrs00ct3o6loe94okf8,h2d2sPwD_mU,https://www.youtube.com/watch?v=h2d2sPwD_mU,2370,2673,304,480,Abnormal Gait,abnormal,back
cll46063b00cx3o6lkq2cvt1y,h2d2sPwD_mU,https://www.youtube.com/watch?v=h2d2sPwD_mU,2690,3339,650,480,Abnormal Gait,abnormal,front
cll460wqp00d13o6lp5bsf1ku,h2d2sPwD_mU,https://www.youtube.com/watch?v=h2d2sPwD_mU,3364,4029,666,480,Abnormal Gait,abnormal,back
cll4sar1800053o6lrjwfg70j,hnoIST5gg9U,https://www.youtube.com/watch?v=hnoIST5gg9U,1,533,533,360,Abnormal Gait,abnormal,right side
cll4sbha700093o6ly9spvstq,hnoIST5gg9U,https://www.youtube.com/watch?v=hnoIST5gg9U,747,1220,474,360,Abnormal Gait,abnormal,left side
cll4sbxmi000d3o6lcj9aah8k,hnoIST5gg9U,https://www.youtube.com/watch?v=hnoIST5gg9U,1249,2590,1342,360,Abnormal Gait,abnormal,right side
cll4scju3000h3o6ls1eg53cq,hnoIST5gg9U,https://www.youtube.com/watch?v=hnoIST5gg9U,2609,3771,1163,360,Abnormal Gait,abnormal,left side
cll4scvxa000k3o6lyevj3yli,hnoIST5gg9U,https://www.youtube.com/watch?v=hnoIST5gg9U,3783,4287,505,360,Abnormal Gait,abnormal,front
cll4sddkv000o3o6lpm75iyoy,hnoIST5gg9U,https://www.youtube.com/watch?v=hnoIST5gg9U,4434,4879,446,360,Abnormal Gait,abnormal,back
cll4sduso000s3o6lkjb878it,hnoIST5gg9U,https://www.youtube.com/watch?v=hnoIST5gg9U,4899,5888,990,360,Abnormal Gait,abnormal,front
cll4seb5n000v3o6lwdsjtqzy,hnoIST5gg9U,https://www.youtube.com/watch?v=hnoIST5gg9U,5906,7023,1118,360,Abnormal Gait,abnormal,back
cll4sil1p001k3o6lzcqlflci,HHFuTpVvRCI,https://www.youtube.com/watch?v=HHFuTpVvRCI,1,291,291,480,Abnormal Gait,abnormal,left side
cll4sj52f001o3o6ljn9g3e08,HHFuTpVvRCI,https://www.youtube.com/watch?v=HHFuTpVvRCI,297,369,73,480,Abnormal Gait,abnormal,left side
cll4sjxys001s3o6lgz82fhoc,HHFuTpVvRCI,https://www.youtube.com/watch?v=HHFuTpVvRCI,370,464,95,480,Abnormal Gait,abnormal,front
cll4sklzb001w3o6l03xh1msu,HHFuTpVvRCI,https://www.youtube.com/watch?v=HHFuTpVvRCI,677,879,203,480,Abnormal Gait,abnormal,front
cll4slf5s00203o6l0corii5i,HHFuTpVvRCI,https://www.youtube.com/watch?v=HHFuTpVvRCI,1676,1798,123,480,Abnormal Gait,abnormal,left side
cll4sm08e00243o6l77ggpy7n,HHFuTpVvRCI,https://www.youtube.com/watch?v=HHFuTpVvRCI,1856,1994,139,480,Abnormal Gait,abnormal,right side
cll4smfpk00283o6ljyi7o6t3,HHFuTpVvRCI,https://www.youtube.com/watch?v=HHFuTpVvRCI,2004,2039,36,480,Abnormal Gait,abnormal,right side
cll4smvp6002c3o6l64twsyns,HHFuTpVvRCI,https://www.youtube.com/watch?v=HHFuTpVvRCI,2063,2095,33,480,Abnormal Gait,abnormal,left side
cll4sqano00343o6libyypvif,hhRODJNUZik,https://www.youtube.com/watch?v=hhRODJNUZik,44,99,56,480,Abnormal Gait,prosthetic,right side
cll4sqvdl00383o6lhsd4an2j,hhRODJNUZik,https://www.youtube.com/watch?v=hhRODJNUZik,215,270,56,480,Abnormal Gait,prosthetic,left side
cll4srfuc003c3o6lgsrgugi8,hhRODJNUZik,https://www.youtube.com/watch?v=hhRODJNUZik,444,689,246,480,Abnormal Gait,prosthetic,right side
cll4ss28r003g3o6ldu082dxy,hhRODJNUZik,https://www.youtube.com/watch?v=hhRODJNUZik,971,1215,245,480,Abnormal Gait,prosthetic,left side
cll4ssg7d003k3o6lp1s8zs9g,hhRODJNUZik,https://www.youtube.com/watch?v=hhRODJNUZik,1315,1414,100,480,Abnormal Gait,prosthetic,front
cll4st1rv003o3o6l7sfx8uhq,hhRODJNUZik,https://www.youtube.com/watch?v=hhRODJNUZik,1539,1633,95,480,Abnormal Gait,prosthetic,back
cll4stl3f003s3o6l8w1r71n6,hhRODJNUZik,https://www.youtube.com/watch?v=hhRODJNUZik,1774,2177,404,480,Abnormal Gait,prosthetic,front
cll4su2eu003w3o6l5wzs40yw,hhRODJNUZik,https://www.youtube.com/watch?v=hhRODJNUZik,2679,3070,392,480,Abnormal Gait,prosthetic,back
cll4vbibu004h3o6ldilydl4z,hUON3OqCNys,https://www.youtube.com/watch?v=hUON3OqCNys,1,127,127,480,Abnormal Gait,abnormal,front
cll4vbxym004l3o6lrc6asiky,hUON3OqCNys,https://www.youtube.com/watch?v=hUON3OqCNys,332,440,109,480,Abnormal Gait,abnormal,back
cll4vcbd6004p3o6lid3c1g9g,hUON3OqCNys,https://www.youtube.com/watch?v=hUON3OqCNys,523,654,132,480,Abnormal Gait,abnormal,front
cll4vcq7i004t3o6ljvfqfw5h,hUON3OqCNys,https://www.youtube.com/watch?v=hUON3OqCNys,888,1040,153,480,Abnormal Gait,abnormal,back
cll4vdrb3004x3o6llssiwhnc,hUON3OqCNys,https://www.youtube.com/watch?v=hUON3OqCNys,1570,1971,402,480,Abnormal Gait,abnormal,front
cll4vednu00513o6lipvtz0oz,hUON3OqCNys,https://www.youtube.com/watch?v=hUON3OqCNys,2885,3361,477,480,Abnormal Gait,abnormal,back
cll747czo00063o6l5sox9fps,I0AxJhE0tGk,https://www.youtube.com/watch?v=I0AxJhE0tGk,472,557,86,480,Abnormal Gait,exercise,right side
cll747tza000a3o6l8yboodhd,I0AxJhE0tGk,https://www.youtube.com/watch?v=I0AxJhE0tGk,769,861,93,480,Abnormal Gait,exercise,right side
cll7492n5000k3o6lv2s5m91s,i3cgwFdqSfs,https://www.youtube.com/watch?v=i3cgwFdqSfs,1,143,143,480,Abnormal Gait,abnormal,right side
cll749gur000o3o6liy16wuvp,i3cgwFdqSfs,https://www.youtube.com/watch?v=i3cgwFdqSfs,189,336,148,480,Abnormal Gait,abnormal,left side
cll749ze3000s3o6lpoucotf0,i3cgwFdqSfs,https://www.youtube.com/watch?v=i3cgwFdqSfs,350,766,417,480,Abnormal Gait,abnormal,right side
cll74aq06000w3o6l1li6whdq,i3cgwFdqSfs,https://www.youtube.com/watch?v=i3cgwFdqSfs,778,1148,371,480,Abnormal Gait,abnormal,left side
cll74bcch00103o6ljzbks9ds,i3cgwFdqSfs,https://www.youtube.com/watch?v=i3cgwFdqSfs,1165,1319,155,480,Abnormal Gait,abnormal,front
cll74bxqz00143o6luhlnqxyb,i3cgwFdqSfs,https://www.youtube.com/watch?v=i3cgwFdqSfs,1379,1543,165,480,Abnormal Gait,abnormal,back
cll74cfvn00183o6lzjgjf4sy,i3cgwFdqSfs,https://www.youtube.com/watch?v=i3cgwFdqSfs,1556,1948,393,480,Abnormal Gait,abnormal,front
cll74cz9o001c3o6ld19cusaf,i3cgwFdqSfs,https://www.youtube.com/watch?v=i3cgwFdqSfs,1963,2322,360,480,Abnormal Gait,abnormal,back
cll74h8qf000e3o6llqetl5re,hziyFfJTrQo,https://www.youtube.com/watch?v=hziyFfJTrQo,249,541,293,350,Abnormal Gait,abnormal,right side
cll74i7aa000i3o6ljiq0nqr2,hziyFfJTrQo,https://www.youtube.com/watch?v=hziyFfJTrQo,1153,1946,794,350,Abnormal Gait,abnormal,right side
cll74iurd000n3o6l11c4d3dr,IdAdpZaTWjU,https://www.youtube.com/watch?v=IdAdpZaTWjU,1,177,177,480,Abnormal Gait,myopathic,left side
cll74jg80000r3o6liy3ptuv8,IdAdpZaTWjU,https://www.youtube.com/watch?v=IdAdpZaTWjU,195,292,98,480,Abnormal Gait,myopathic,front
cll74k2q6000v3o6lkwwid8uy,IdAdpZaTWjU,https://www.youtube.com/watch?v=IdAdpZaTWjU,303,425,123,480,Abnormal Gait,myopathic,back
cll74kndy000z3o6libp3z895,IdAdpZaTWjU,https://www.youtube.com/watch?v=IdAdpZaTWjU,427,614,188,480,Abnormal Gait,myopathic,right side
cll74l1t600133o6l0y8ernl6,IdAdpZaTWjU,https://www.youtube.com/watch?v=IdAdpZaTWjU,623,783,161,480,Abnormal Gait,myopathic,left side
cll74lhf600173o6l1j74wi5e,IdAdpZaTWjU,https://www.youtube.com/watch?v=IdAdpZaTWjU,788,961,174,480,Abnormal Gait,myopathic,right side
cll74m03k001b3o6lxpj0gss4,IdAdpZaTWjU,https://www.youtube.com/watch?v=IdAdpZaTWjU,969,1416,448,480,Abnormal Gait,myopathic,right side
cll74mw1p001g3o6lmzp645v9,idpMyfZB8NY,https://www.youtube.com/watch?v=idpMyfZB8NY,1,128,128,480,Abnormal Gait,myopathic,left side
cll74njy2001k3o6ls5l7mt08,idpMyfZB8NY,https://www.youtube.com/watch?v=idpMyfZB8NY,131,251,121,480,Abnormal Gait,myopathic,right side
cll74nx98001o3o6lkdlyjqkj,idpMyfZB8NY,https://www.youtube.com/watch?v=idpMyfZB8NY,254,376,123,480,Abnormal Gait,myopathic,left side
cll74oaue001s3o6lokpt6r3r,idpMyfZB8NY,https://www.youtube.com/watch?v=idpMyfZB8NY,381,498,118,480,Abnormal Gait,myopathic,right side
cll74opgk001w3o6lpjvqslkk,idpMyfZB8NY,https://www.youtube.com/watch?v=idpMyfZB8NY,510,611,102,480,Abnormal Gait,myopathic,front
cll74pdep00203o6l8m5f1a7p,idpMyfZB8NY,https://www.youtube.com/watch?v=idpMyfZB8NY,626,736,111,480,Abnormal Gait,myopathic,right side
cll74psft00243o6lzpm59k27,idpMyfZB8NY,https://www.youtube.com/watch?v=idpMyfZB8NY,740,922,183,480,Abnormal Gait,myopathic,left side
cll74q59g00283o6lp8wjejom,idpMyfZB8NY,https://www.youtube.com/watch?v=idpMyfZB8NY,926,1044,119,480,Abnormal Gait,myopathic,right side
cll74qs2e002c3o6l88xwhcsc,idpMyfZB8NY,https://www.youtube.com/watch?v=idpMyfZB8NY,1048,1170,123,480,Abnormal Gait,myopathic,left side
cll74r665002g3o6leghjiw3d,idpMyfZB8NY,https://www.youtube.com/watch?v=idpMyfZB8NY,1175,1293,119,480,Abnormal Gait,myopathic,right side
cll74rnnc002k3o6lgyr24huh,idpMyfZB8NY,https://www.youtube.com/watch?v=idpMyfZB8NY,1298,1455,158,480,Abnormal Gait,myopathic,left side
cll74s21j002o3o6lee0bhajg,idpMyfZB8NY,https://www.youtube.com/watch?v=idpMyfZB8NY,1544,1640,97,480,Abnormal Gait,myopathic,right side
cll74sxdi002s3o6ljm7imxsb,idpMyfZB8NY,https://www.youtube.com/watch?v=idpMyfZB8NY,1645,1764,120,480,Abnormal Gait,myopathic,left side
cll74tkf6002w3o6lgyark0c3,idpMyfZB8NY,https://www.youtube.com/watch?v=idpMyfZB8NY,1862,1951,90,480,Abnormal Gait,myopathic,right side
cll74u7cs00303o6lf02y81t8,idpMyfZB8NY,https://www.youtube.com/watch?v=idpMyfZB8NY,1962,2058,97,480,Abnormal Gait,myopathic,right side
cll751hue00353o6ly952utd8,IFukr8BJYRE,https://www.youtube.com/watch?v=IFukr8BJYRE,529,657,129,360,Abnormal Gait,exercise,left side
cll7522up00393o6lahjxv1rb,IFukr8BJYRE,https://www.youtube.com/watch?v=IFukr8BJYRE,750,818,69,360,Abnormal Gait,exercise,left side
cll752hdv003d3o6lvk6cl1qq,IFukr8BJYRE,https://www.youtube.com/watch?v=IFukr8BJYRE,947,1049,103,360,Abnormal Gait,exercise,left side
cll7530dx003h3o6lj1cobct1,IFukr8BJYRE,https://www.youtube.com/watch?v=IFukr8BJYRE,1177,1270,94,360,Abnormal Gait,exercise,left side
cll753nnb003l3o6l6a8wjsb5,IFukr8BJYRE,https://www.youtube.com/watch?v=IFukr8BJYRE,1345,1412,68,360,Abnormal Gait,exercise,left side
cll754iv9003q3o6le34xmhdw,iIfLn0pzj0o,https://www.youtube.com/watch?v=iIfLn0pzj0o,358,525,168,360,Abnormal Gait,exercise,right side
cll7556nj003u3o6lzhcysmtf,iIfLn0pzj0o,https://www.youtube.com/watch?v=iIfLn0pzj0o,670,796,127,360,Abnormal Gait,exercise,right side
cll755ukj003y3o6l82yyhwzc,iIfLn0pzj0o,https://www.youtube.com/watch?v=iIfLn0pzj0o,913,1167,255,360,Abnormal Gait,exercise,right side
cll7ar7am00053o6l5o5l0gu5,IHCwsRk2qmg,https://www.youtube.com/watch?v=IHCwsRk2qmg,425,502,78,360,Abnormal Gait,exercise,right side
cll7arq7a00093o6l16i63dz7,IHCwsRk2qmg,https://www.youtube.com/watch?v=IHCwsRk2qmg,797,992,196,360,Abnormal Gait,exercise,left side
cll7as4yq000d3o6l9o4h2ozb,IHCwsRk2qmg,https://www.youtube.com/watch?v=IHCwsRk2qmg,1058,1248,191,360,Abnormal Gait,exercise,right side
cll7ate0a000j3o6lurub2tak,Iu4nWYBqM5w,https://www.youtube.com/watch?v=Iu4nWYBqM5w,1554,1628,75,360,Abnormal Gait,exercise,right side
cll7auory000n3o6lkh50rbef,Iu4nWYBqM5w,https://www.youtube.com/watch?v=Iu4nWYBqM5w,3095,3290,196,360,Abnormal Gait,exercise,left side
cll7awma0000w3o6lrtedrldd,iUEcm8LxBhY,https://www.youtube.com/watch?v=iUEcm8LxBhY,2080,2306,227,480,Abnormal Gait,abnormal,front
cll7ax03e00103o6lnh82mwyz,iUEcm8LxBhY,https://www.youtube.com/watch?v=iUEcm8LxBhY,2577,2781,205,480,Abnormal Gait,abnormal,back
cll7axk4n00143o6lbbb91v5y,iUEcm8LxBhY,https://www.youtube.com/watch?v=iUEcm8LxBhY,2831,3063,233,480,Abnormal Gait,abnormal,front
cll7ay9td00183o6li3x7vks6,iUEcm8LxBhY,https://www.youtube.com/watch?v=iUEcm8LxBhY,3793,3941,149,480,Abnormal Gait,abnormal,back
cll7az0zy001c3o6ly4mhvfjm,iUEcm8LxBhY,https://www.youtube.com/watch?v=iUEcm8LxBhY,3993,4157,165,480,Abnormal Gait,abnormal,front
cll7b064n00053o6lq8mpodzg,IuEeKzqsfmk,https://www.youtube.com/watch?v=IuEeKzqsfmk,2493,2693,201,480,Abnormal Gait,myopathic,right side
cll7b0ogn00093o6lkoze3mta,IuEeKzqsfmk,https://www.youtube.com/watch?v=IuEeKzqsfmk,2777,2907,131,480,Abnormal Gait,myopathic,right side
cll7b5520001b3o6ltainxzq7,IV_IsstW-gA,https://www.youtube.com/watch?v=IV_IsstW-gA,1,454,454,480,Abnormal Gait,abnormal,right side
cll7b5mmr001f3o6ler43480l,IV_IsstW-gA,https://www.youtube.com/watch?v=IV_IsstW-gA,549,882,334,480,Abnormal Gait,abnormal,left side
cll7b64pr001j3o6l51wteo3i,IV_IsstW-gA,https://www.youtube.com/watch?v=IV_IsstW-gA,902,2077,1176,480,Abnormal Gait,abnormal,right side
cll7b6r02001n3o6lon9p2jw9,IV_IsstW-gA,https://www.youtube.com/watch?v=IV_IsstW-gA,2107,3208,1102,480,Abnormal Gait,abnormal,left side
cll7b79a7001r3o6lmg9zv8kx,IV_IsstW-gA,https://www.youtube.com/watch?v=IV_IsstW-gA,3218,3566,349,480,Abnormal Gait,abnormal,front
cll7b7wg2001v3o6lai7giyv9,IV_IsstW-gA,https://www.youtube.com/watch?v=IV_IsstW-gA,3673,3930,258,480,Abnormal Gait,abnormal,back
cll7b8e7l001z3o6lrl1ng69n,IV_IsstW-gA,https://www.youtube.com/watch?v=IV_IsstW-gA,3948,4986,1039,480,Abnormal Gait,abnormal,front
cll7b8rqh00233o6lu29ve8tx,IV_IsstW-gA,https://www.youtube.com/watch?v=IV_IsstW-gA,5002,5895,894,480,Abnormal Gait,abnormal,back
cll7bb07a00293o6lln0i08hu,J3mY4-IMp9o,https://www.youtube.com/watch?v=J3mY4-IMp9o,79,905,827,480,Abnormal Gait,exercise,right side
cll7bcydm002g3o6l4fkft7bh,jDms_s0q-p4,https://www.youtube.com/watch?v=jDms_s0q-p4,1,262,262,854,Abnormal Gait,abnormal,front
cll7bdq38002l3o6l1q2ph1uc,jGMjBt41I7g,https://www.youtube.com/watch?v=jGMjBt41I7g,361,694,334,480,Abnormal Gait,abnormal,right side
cll7bec6c002p3o6lddbs22oo,jGMjBt41I7g,https://www.youtube.com/watch?v=jGMjBt41I7g,727,1018,292,480,Abnormal Gait,abnormal,left side
cll7bfkl4002u3o6l8hbja1yl,JGXs0fVXl8E,https://www.youtube.com/watch?v=JGXs0fVXl8E,404,503,100,480,Abnormal Gait,exercise,front
cll7bgdaa002y3o6l35uuu3cn,JGXs0fVXl8E,https://www.youtube.com/watch?v=JGXs0fVXl8E,850,959,110,480,Abnormal Gait,exercise,front
cll7bh2lv00333o6l66gqcyq3,JRS8q8Ri8Jo,https://www.youtube.com/watch?v=JRS8q8Ri8Jo,1,420,420,360,Abnormal Gait,abnormal,back
cll7bhnmu00373o6lsa7y9j51,JRS8q8Ri8Jo,https://www.youtube.com/watch?v=JRS8q8Ri8Jo,466,805,340,360,Abnormal Gait,abnormal,front
cll7bjqen003b3o6ljt1q648r,JRS8q8Ri8Jo,https://www.youtube.com/watch?v=JRS8q8Ri8Jo,817,1882,1066,360,Abnormal Gait,abnormal,back
cll7nivjk00043o6llmtvg69b,JRS8q8Ri8Jo,https://www.youtube.com/watch?v=JRS8q8Ri8Jo,2056,2828,773,360,Abnormal Gait,abnormal,front
cll7nkrfb00093o6l6bba9hwo,JUMhhwFANKE,https://www.youtube.com/watch?v=JUMhhwFANKE,421,594,174,480,Abnormal Gait,parkinsons,left side
cll7nljgk000d3o6l3psndypi,JUMhhwFANKE,https://www.youtube.com/watch?v=JUMhhwFANKE,678,902,225,480,Abnormal Gait,parkinsons,right side
cll7nqash00123o6l6sft78cp,jz1pkRCC-7Q,https://www.youtube.com/watch?v=jz1pkRCC-7Q,79,199,121,480,Abnormal Gait,abnormal,front
cll7nqwja00163o6lu1r5pwpy,jz1pkRCC-7Q,https://www.youtube.com/watch?v=jz1pkRCC-7Q,236,388,153,480,Abnormal Gait,abnormal,back
cll7nro3u001a3o6l0ddx81ph,jz1pkRCC-7Q,https://www.youtube.com/watch?v=jz1pkRCC-7Q,391,506,116,480,Abnormal Gait,abnormal,front
cll7nsa9l001e3o6ldsgyg1qy,jz1pkRCC-7Q,https://www.youtube.com/watch?v=jz1pkRCC-7Q,550,693,144,480,Abnormal Gait,abnormal,back
cll7ntwcy001j3o6l58p3y3fx,jzJIpY6vRLo,https://www.youtube.com/watch?v=jzJIpY6vRLo,65,280,216,480,Abnormal Gait,myopathic,back
cll7nuif7001n3o6ltux62vsz,jzJIpY6vRLo,https://www.youtube.com/watch?v=jzJIpY6vRLo,329,514,186,480,Abnormal Gait,myopathic,front
cll7nuzfe001r3o6lzh1nyjnq,jzJIpY6vRLo,https://www.youtube.com/watch?v=jzJIpY6vRLo,694,914,221,480,Abnormal Gait,myopathic,back
cll7nvnpk001v3o6l6i9yqdbg,jzJIpY6vRLo,https://www.youtube.com/watch?v=jzJIpY6vRLo,955,1154,200,480,Abnormal Gait,myopathic,front
cll7nz8sk00213o6lvx7830ce,k_u1odxxsWY,https://www.youtube.com/watch?v=k_u1odxxsWY,1,210,210,480,Abnormal Gait,abnormal,right side
cll7nzrgj00253o6lf04usvqf,k_u1odxxsWY,https://www.youtube.com/watch?v=k_u1odxxsWY,255,495,241,480,Abnormal Gait,abnormal,left side
cll7o0dy800293o6l6s9oc5ys,k_u1odxxsWY,https://www.youtube.com/watch?v=k_u1odxxsWY,508,1189,682,480,Abnormal Gait,abnormal,right side
cll7o1528002d3o6lbwomj1bu,k_u1odxxsWY,https://www.youtube.com/watch?v=k_u1odxxsWY,1202,1958,757,480,Abnormal Gait,abnormal,left side
cll7o1pfd002h3o6lslcoqnba,k_u1odxxsWY,https://www.youtube.com/watch?v=k_u1odxxsWY,1964,2216,253,480,Abnormal Gait,abnormal,front
cll7o2ylv002l3o6ll1xqlsse,k_u1odxxsWY,https://www.youtube.com/watch?v=k_u1odxxsWY,2256,2523,268,480,Abnormal Gait,abnormal,back
cll7o3c6p002p3o6ldijxknj2,k_u1odxxsWY,https://www.youtube.com/watch?v=k_u1odxxsWY,2532,3097,566,480,Abnormal Gait,abnormal,front
cll7o3rt6002t3o6lhmpnv4pa,k_u1odxxsWY,https://www.youtube.com/watch?v=k_u1odxxsWY,3116,3769,654,480,Abnormal Gait,abnormal,back
cll7ob018002y3o6lngai3iq4,kA40kglSmYw,https://www.youtube.com/watch?v=kA40kglSmYw,355,606,252,480,Abnormal Gait,stroke,back
cll7oc4r400323o6loioj0j28,kA40kglSmYw,https://www.youtube.com/watch?v=kA40kglSmYw,3841,4275,435,480,Abnormal Gait,stroke,front
cll7of6ql00393o6l0hjh0o8h,kfy7eAnlFHI,https://www.youtube.com/watch?v=kfy7eAnlFHI,1766,1957,192,360,Abnormal Gait,exercise,front
cll7ofv0l003d3o6lfsogroze,kfy7eAnlFHI,https://www.youtube.com/watch?v=kfy7eAnlFHI,2160,2317,158,360,Abnormal Gait,exercise,right side
cll7ogyi4003i3o6lnpe3i230,KGeE1XhuVQs,https://www.youtube.com/watch?v=KGeE1XhuVQs,220,322,103,360,Abnormal Gait,prosthetic,right side
cll7ohoq9003m3o6ls1ng58v3,KGeE1XhuVQs,https://www.youtube.com/watch?v=KGeE1XhuVQs,776,949,174,360,Abnormal Gait,prosthetic,left side
cll7oi4hc003q3o6l89somaig,KGeE1XhuVQs,https://www.youtube.com/watch?v=KGeE1XhuVQs,959,1188,230,360,Abnormal Gait,prosthetic,right side
cll7ointh003u3o6lgein6ile,KGeE1XhuVQs,https://www.youtube.com/watch?v=KGeE1XhuVQs,1196,1338,143,360,Abnormal Gait,prosthetic,left side
cll7ojdbj003y3o6lg6jm7foy,KGeE1XhuVQs,https://www.youtube.com/watch?v=KGeE1XhuVQs,1347,1426,80,360,Abnormal Gait,prosthetic,right side
cll7ojtl100423o6lm79ehhfo,KGeE1XhuVQs,https://www.youtube.com/watch?v=KGeE1XhuVQs,1450,1578,129,360,Abnormal Gait,prosthetic,right side
cll7okd2g00463o6lqony3cgv,KGeE1XhuVQs,https://www.youtube.com/watch?v=KGeE1XhuVQs,2082,2200,119,360,Abnormal Gait,prosthetic,right side
cll7olcvh004b3o6lcxmzxvgq,Ki3E1EKKDh0,https://www.youtube.com/watch?v=Ki3E1EKKDh0,1367,1453,87,360,Abnormal Gait,exercise,left side
cll7om3gz004f3o6ley5yrxxo,Ki3E1EKKDh0,https://www.youtube.com/watch?v=Ki3E1EKKDh0,1580,1723,144,360,Abnormal Gait,exercise,left side
cll7omlfa004j3o6l475krfek,Ki3E1EKKDh0,https://www.youtube.com/watch?v=Ki3E1EKKDh0,1885,2041,157,360,Abnormal Gait,exercise,right side
cll7onjtt004n3o6lb97nivnd,Ki3E1EKKDh0,https://www.youtube.com/watch?v=Ki3E1EKKDh0,2776,3003,228,360,Abnormal Gait,exercise,right side
cll7op9nd004t3o6l418l2kez,KK7Wr8-tiZY,https://www.youtube.com/watch?v=KK7Wr8-tiZY,1,370,370,720,Abnormal Gait,exercise,right side
cll7orenf004z3o6lv1lktjsl,-KQ2pfIsGRw,https://www.youtube.com/watch?v=-KQ2pfIsGRw,1531,1748,218,480,Abnormal Gait,abnormal,right side
cll7os8xa00533o6lf7ezb4xb,-KQ2pfIsGRw,https://www.youtube.com/watch?v=-KQ2pfIsGRw,2175,2345,171,480,Abnormal Gait,abnormal,right side
cll7ot0hm00563o6lkpq8mwoe,-KQ2pfIsGRw,https://www.youtube.com/watch?v=-KQ2pfIsGRw,2393,2584,192,480,Abnormal Gait,abnormal,right side
