method,split,seed,extractor,evidence_status,metric,value,endpoint,scale_policy,condition,rank
coordinate,development,17,vitpose_base,automated-source-screen,visible_nle,0.018826779568190895,visible,frame_reference,blur,3.0
direct,development,17,hrnet_w32,automated-source-screen,visible_nle,0.00970344871891399,visible,frame_reference,blur,1.0
direct,development,17,rtmpose_m,automated-source-screen,visible_nle,0.008920759596067796,visible,frame_reference,blur,1.0
direct,development,17,vitpose_base,automated-source-screen,visible_nle,0.01583693884553901,visible,frame_reference,blur,1.0
filter0,development,17,hrnet_w32,automated-source-screen,visible_nle,0.02088259093420114,visible,frame_reference,blur,13.0
filter0,development,17,rtmpose_m,automated-source-screen,visible_nle,0.019462531321334874,visible,frame_reference,blur,12.0
filter0,development,17,vitpose_base,automated-source-screen,visible_nle,0.027952412334275197,visible,frame_reference,blur,13.0
filter1,development,17,hrnet_w32,automated-source-screen,visible_nle,0.020733792606916875,visible,frame_reference,blur,11.0
filter1,development,17,rtmpose_m,automated-source-screen,visible_nle,0.01942674273347443,visible,frame_reference,blur,11.0
filter1,development,17,vitpose_base,automated-source-screen,visible_nle,0.027866732291414877,visible,frame_reference,blur,11.0
filter2,development,17,hrnet_w32,automated-source-screen,visible_nle,0.020779625632143153,visible,frame_reference,blur,12.0
filter2,development,17,rtmpose_m,automated-source-screen,visible_nle,0.019492884779361595,visible,frame_reference,blur,14.0
filter2,development,17,vitpose_base,automated-source-screen,visible_nle,0.027914402194925796,visible,frame_reference,blur,12.0
initialized,development,17,hrnet_w32,automated-source-screen,visible_nle,0.01130816157503067,visible,frame_reference,blur,4.0
initialized,development,17,rtmpose_m,automated-source-screen,visible_nle,0.01010961005813426,visible,frame_reference,blur,6.0
initialized,development,17,vitpose_base,automated-source-screen,visible_nle,0.01896905374629365,visible,frame_reference,blur,6.0
joint_affine,development,17,hrnet_w32,automated-source-screen,visible_nle,0.01186020185207039,visible,frame_reference,blur,9.0
joint_affine,development,17,rtmpose_m,automated-source-screen,visible_nle,0.010545221724663866,visible,frame_reference,blur,9.0
joint_affine,development,17,vitpose_base,automated-source-screen,visible_nle,0.019260241925090855,visible,frame_reference,blur,8.0
joint_offset,development,17,hrnet_w32,automated-source-screen,visible_nle,0.011813774202114522,visible,frame_reference,blur,8.0
joint_offset,development,17,rtmpose_m,automated-source-screen,visible_nle,0.0104849356786222,visible,frame_reference,blur,7.0
joint_offset,development,17,vitpose_base,automated-source-screen,visible_nle,0.019437261839489416,visible,frame_reference,blur,9.0
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,visible_nle,0.01124608924016101,visible,frame_reference,blur,3.0
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,visible_nle,0.009801063415785304,visible,frame_reference,blur,3.0
ordinary_jepa,development,17,vitpose_base,automated-source-screen,visible_nle,0.019036813509488423,visible,frame_reference,blur,7.0
paired_jepa,development,17,hrnet_w32,automated-source-screen,visible_nle,0.011413054499437919,visible,frame_reference,blur,5.0
paired_jepa,development,17,rtmpose_m,automated-source-screen,visible_nle,0.010047076513396825,visible,frame_reference,blur,4.0
paired_jepa,development,17,vitpose_base,automated-source-screen,visible_nle,0.018898526681779645,visible,frame_reference,blur,4.0
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,visible_nle,0.011420678271280531,visible,frame_reference,blur,6.0
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,visible_nle,0.010056210852511554,visible,frame_reference,blur,5.0
shuffled_jepa,development,17,vitpose_base,automated-source-screen,visible_nle,0.01893628894994922,visible,frame_reference,blur,5.0
smoothnet,development,17,hrnet_w32,automated-source-screen,visible_nle,0.013687646921472094,visible,frame_reference,blur,10.0
smoothnet,development,17,rtmpose_m,automated-source-screen,visible_nle,0.012669419827927665,visible,frame_reference,blur,10.0
smoothnet,development,17,vitpose_base,automated-source-screen,visible_nle,0.021113345138672773,visible,frame_reference,blur,10.0
static,development,17,hrnet_w32,automated-source-screen,visible_nle,0.010518278174538502,visible,frame_reference,blur,2.0
static,development,17,rtmpose_m,automated-source-screen,visible_nle,0.009185436922049603,visible,frame_reference,blur,2.0
static,development,17,vitpose_base,automated-source-screen,visible_nle,0.01821876995753557,visible,frame_reference,blur,2.0
unchanged,development,17,hrnet_w32,automated-source-screen,visible_nle,0.02088259093420114,visible,frame_reference,blur,13.0
unchanged,development,17,rtmpose_m,automated-source-screen,visible_nle,0.019462531321334874,visible,frame_reference,blur,12.0
unchanged,development,17,vitpose_base,automated-source-screen,visible_nle,0.027952412334275197,visible,frame_reference,blur,13.0
coordinate,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.013626217891916672,visible,frame_reference,blur,7.0
coordinate,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.012099065536544119,visible,frame_reference,blur,7.0
coordinate,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.019975447794582574,visible,frame_reference,blur,3.0
direct,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.0107255450762157,visible,frame_reference,blur,1.0
direct,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.009674993855141015,visible,frame_reference,blur,1.0
direct,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.01571386077779077,visible,frame_reference,blur,1.0
filter0,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.023965195216709558,visible,frame_reference,blur,13.0
filter0,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.021527228299217747,visible,frame_reference,blur,12.0
filter0,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.029894193072251288,visible,frame_reference,blur,12.0
filter1,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.023840701513358018,visible,frame_reference,blur,11.0
filter1,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.021503182977568727,visible,frame_reference,blur,11.0
filter1,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.029886172471344306,visible,frame_reference,blur,11.0
filter2,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.02396051471367467,visible,frame_reference,blur,12.0
filter2,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.021629230337007983,visible,frame_reference,blur,14.0
filter2,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.03000897374854035,visible,frame_reference,blur,14.0
initialized,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.013262317251448122,visible,frame_reference,blur,4.0
initialized,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.011401486739353038,visible,frame_reference,blur,6.0
initialized,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.02021615202192294,visible,frame_reference,blur,4.0
joint_affine,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.014534844995758398,visible,frame_reference,blur,9.0
joint_affine,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.012312639034519585,visible,frame_reference,blur,9.0
joint_affine,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.02088693865988527,visible,frame_reference,blur,8.0
joint_offset,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.014375645808473468,visible,frame_reference,blur,8.0
joint_offset,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.012161043666616987,visible,frame_reference,blur,8.0
joint_offset,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.02113840064899706,visible,frame_reference,blur,9.0
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.013220201493166474,visible,frame_reference,blur,3.0
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.010679288722179832,visible,frame_reference,blur,3.0
ordinary_jepa,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.020316316354793452,visible,frame_reference,blur,5.0
paired_jepa,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.013560910782506087,visible,frame_reference,blur,5.0
paired_jepa,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.011253305098879007,visible,frame_reference,blur,4.0
paired_jepa,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.0204714402599764,visible,frame_reference,blur,6.0
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.013582522485466406,visible,frame_reference,blur,6.0
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.011274287691955109,visible,frame_reference,blur,5.0
shuffled_jepa,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.02054170827637683,visible,frame_reference,blur,7.0
smoothnet,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.01750084699038947,visible,frame_reference,blur,10.0
smoothnet,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.015511122115212687,visible,frame_reference,blur,10.0
smoothnet,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.024053192626089407,visible,frame_reference,blur,10.0
static,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.012170987040764388,visible,frame_reference,blur,2.0
static,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.010014103853295956,visible,frame_reference,blur,2.0
static,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.019152263167321718,visible,frame_reference,blur,2.0
unchanged,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.023965195216709558,visible,frame_reference,blur,13.0
unchanged,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.021527228299217747,visible,frame_reference,blur,12.0
unchanged,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.029894193072251288,visible,frame_reference,blur,12.0
coordinate,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,frame_reference,blur,1.0
coordinate,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,frame_reference,blur,1.0
coordinate,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,frame_reference,blur,1.0
direct,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,frame_reference,blur,1.0
direct,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,frame_reference,blur,1.0
direct,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,frame_reference,blur,1.0
filter0,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,frame_reference,blur,1.0
filter0,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,frame_reference,blur,1.0
filter0,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,frame_reference,blur,1.0
filter1,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,frame_reference,blur,1.0
filter1,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,frame_reference,blur,1.0
filter1,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,frame_reference,blur,1.0
filter2,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,frame_reference,blur,1.0
filter2,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,frame_reference,blur,1.0
filter2,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,frame_reference,blur,1.0
initialized,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,frame_reference,blur,1.0
initialized,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,frame_reference,blur,1.0
initialized,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,frame_reference,blur,1.0
joint_affine,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,frame_reference,blur,1.0
